dog_id,dog_name,birthday,test_date,age,sex,breed,session,trial,condition,experimenter_left_role,experimenter_right_role,baited_cup,second_baited_cup,experimenter_left_pointing,experimenter_right_pointing,experimenter_left_id,experimenter_right_id,hider_id,choice_number,choice_binary,choice_LR,no_choice,irrelevant_choice,counterbalancing_type,notes
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,3,looking_away,G,K,2,NA,3,2,SV,PTN,FL,2,1,R,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,4,back_turned,K,G,3,NA,3,2,SV,PTN,FL,2,0,R,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,5,looking_away,K,G,2,NA,2,4,SV,PTN,FL,2,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,6,absent,G,K,3,NA,1,3,SV,PTN,FL,1,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,7,present,K,G,2,4,2,4,SV,PTN,FL,2,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,8,absent,K,G,1,NA,1,2,SV,PTN,FL,1,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,9,absent,G,K,4,NA,3,4,SV,PTN,FL,3,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,10,present,K,G,1,2,1,2,SV,PTN,FL,1,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,11,looking_away,K,G,2,NA,2,3,SV,PTN,FL,2,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,12,back_turned,G,K,4,NA,1,4,SV,PTN,FL,1,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,13,back_turned,K,G,2,NA,2,4,SV,PTN,FL,2,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,14,present,K,G,1,3,1,3,SV,PTN,FL,3,0,R,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,15,present,G,K,3,1,1,3,SV,PTN,FL,3,1,R,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,16,looking_away,G,K,4,NA,3,4,SV,PTN,FL,3,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,17,absent,K,G,1,NA,1,3,SV,PTN,FL,1,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,18,back_turned,G,K,4,NA,3,4,SV,PTN,FL,3,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,19,absent,K,G,3,NA,3,4,SV,PTN,FL,3,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,20,looking_away,G,K,2,NA,1,2,SV,PTN,FL,2,1,R,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,21,absent,G,K,3,NA,2,3,SV,PTN,FL,2,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,22,back_turned,K,G,1,NA,1,2,SV,PTN,FL,1,1,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,23,present,G,K,4,1,1,4,SV,PTN,FL,1,0,L,0,0,5,
25,Silva,11/10/2020,28/02/2025,52,f,old_german_shepherd_dog,1,24,present,G,K,3,2,2,3,SV,PTN,FL,2,0,L,0,0,5,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,1,looking_away,K,G,1,NA,1,4,SV,PTN,FL,1,1,L,0,1,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,2,back_turned,G,K,2,NA,3,2,SV,PTN,FL,2,1,R,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,3,back_turned,G,K,4,NA,1,4,SV,PTN,FL,1,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,4,looking_away,K,G,3,NA,3,4,SV,PTN,FL,3,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,5,absent,K,G,2,NA,2,3,SV,PTN,FL,2,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,6,absent,G,K,4,NA,1,4,SV,PTN,FL,1,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,7,back_turned,K,G,1,NA,1,4,SV,PTN,FL,1,1,L,0,1,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,8,absent,G,K,3,NA,2,3,SV,PTN,FL,2,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,9,present,G,K,2,1,1,2,SV,PTN,FL,1,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,10,absent,K,G,1,NA,1,4,SV,PTN,FL,1,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,11,back_turned,G,K,4,NA,3,4,SV,PTN,FL,3,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,12,back_turned,K,G,1,NA,1,3,SV,PTN,FL,1,1,L,0,1,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,13,absent,G,K,4,NA,1,4,SV,PTN,FL,1,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,14,present,K,G,2,3,2,3,SV,PTN,FL,2,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,15,back_turned,K,G,3,NA,3,4,SV,PTN,FL,3,1,L,0,1,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,16,looking_away,G,K,2,NA,1,2,SV,PTN,FL,1,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,17,present,G,K,4,2,2,4,SV,PTN,FL,2,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,18,absent,K,G,3,NA,3,2,SV,PTN,FL,2,0,R,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,19,present,K,G,3,4,3,4,SV,PTN,FL,3,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,20,looking_away,G,K,2,NA,1,2,SV,PTN,FL,1,0,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,21,present,G,K,3,2,2,3,SV,PTN,FL,2,0,L,0,1,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,22,looking_away,K,G,1,NA,1,2,SV,PTN,FL,1,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,23,present,K,G,1,3,1,3,SV,PTN,FL,1,1,L,0,0,6,
26,Betty3,11/10/2019,18/02/2025,64,f,belgian_shepherd_dog_malinois,1,24,looking_away,G,K,4,NA,2,4,SV,PTN,FL,2,0,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,1,looking_away,K,G,1,NA,1,4,PTN,SV,FL,1,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,2,back_turned,G,K,2,NA,3,2,PTN,SV,FL,2,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,3,back_turned,G,K,4,NA,1,4,PTN,SV,FL,4,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,4,looking_away,K,G,3,NA,3,4,PTN,SV,FL,3,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,5,absent,K,G,2,NA,2,3,PTN,SV,FL,2,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,6,absent,G,K,4,NA,1,4,PTN,SV,FL,4,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,7,back_turned,K,G,1,NA,1,4,PTN,SV,FL,4,0,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,8,absent,G,K,3,NA,2,3,PTN,SV,FL,3,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,9,present,G,K,2,1,1,2,PTN,SV,FL,2,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,10,absent,K,G,1,NA,1,4,PTN,SV,FL,1,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,11,back_turned,G,K,4,NA,3,4,PTN,SV,FL,3,0,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,12,back_turned,K,G,1,NA,1,3,PTN,SV,FL,3,0,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,13,absent,G,K,4,NA,1,4,PTN,SV,FL,1,0,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,14,present,K,G,2,3,2,3,PTN,SV,FL,2,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,15,back_turned,K,G,3,NA,3,4,PTN,SV,FL,3,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,16,looking_away,G,K,2,NA,1,2,PTN,SV,FL,1,0,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,17,present,G,K,4,2,2,4,PTN,SV,FL,4,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,18,absent,K,G,3,NA,3,2,PTN,SV,FL,2,0,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,19,present,K,G,3,4,3,4,PTN,SV,FL,3,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,20,looking_away,G,K,2,NA,1,2,PTN,SV,FL,2,1,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,21,present,G,K,3,2,2,3,PTN,SV,FL,2,0,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,22,looking_away,K,G,1,NA,1,2,PTN,SV,FL,2,0,R,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,23,present,K,G,1,3,1,3,PTN,SV,FL,1,1,L,0,0,6,
27,Amor2,10/04/2015,21/02/2025,118,m,miniatur_bullterrier,1,24,looking_away,G,K,4,NA,2,4,PTN,SV,FL,2,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,1,looking_away,K,G,1,NA,1,4,FL,SV,PTN,4,0,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,2,back_turned,G,K,2,NA,3,2,FL,SV,PTN,2,1,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,3,back_turned,G,K,4,NA,1,4,FL,SV,PTN,4,1,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,4,looking_away,K,G,3,NA,3,4,FL,SV,PTN,4,0,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,5,absent,K,G,2,NA,2,3,FL,SV,PTN,2,1,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,6,absent,G,K,4,NA,1,4,FL,SV,PTN,1,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,7,back_turned,K,G,1,NA,1,4,FL,SV,PTN,4,0,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,8,absent,G,K,3,NA,2,3,FL,SV,PTN,2,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,9,present,G,K,2,1,1,2,FL,SV,PTN,1,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,10,absent,K,G,1,NA,1,4,FL,SV,PTN,4,0,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,11,back_turned,G,K,4,NA,3,4,FL,SV,PTN,3,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,12,back_turned,K,G,1,NA,1,3,FL,SV,PTN,1,1,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,13,absent,G,K,4,NA,1,4,FL,SV,PTN,1,0,L,0,1,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,14,present,K,G,2,3,2,3,FL,SV,PTN,2,1,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,15,back_turned,K,G,3,NA,3,4,FL,SV,PTN,3,1,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,16,looking_away,G,K,2,NA,1,2,FL,SV,PTN,1,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,17,present,G,K,4,2,2,4,FL,SV,PTN,2,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,18,absent,K,G,3,NA,3,2,FL,SV,PTN,2,0,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,19,present,K,G,3,4,3,4,FL,SV,PTN,3,1,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,20,looking_away,G,K,2,NA,1,2,FL,SV,PTN,2,1,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,21,present,G,K,3,2,2,3,FL,SV,PTN,2,0,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,22,looking_away,K,G,1,NA,1,2,FL,SV,PTN,2,0,R,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,23,present,K,G,1,3,1,3,FL,SV,PTN,1,1,L,0,0,6,
28,Kito,01/08/2020,25/02/2025,54,m,mix_westgoten_spitz,1,24,looking_away,G,K,4,NA,2,4,FL,SV,PTN,2,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,1,looking_away,K,G,1,NA,1,4,FL,PTN,SV,1,1,L,0,0,6,"didn't come to the 2nd session, never answered our emails"
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,2,back_turned,G,K,2,NA,3,2,FL,PTN,SV,3,0,R,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,3,back_turned,G,K,4,NA,1,4,FL,PTN,SV,1,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,4,looking_away,K,G,3,NA,3,4,FL,PTN,SV,3,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,5,absent,K,G,2,NA,2,3,FL,PTN,SV,2,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,6,absent,G,K,4,NA,1,4,FL,PTN,SV,1,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,7,back_turned,K,G,1,NA,1,4,FL,PTN,SV,1,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,8,absent,G,K,3,NA,2,3,FL,PTN,SV,2,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,9,present,G,K,2,1,1,2,FL,PTN,SV,2,1,R,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,10,absent,K,G,1,NA,1,4,FL,PTN,SV,1,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,11,back_turned,G,K,4,NA,3,4,FL,PTN,SV,3,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,12,back_turned,K,G,1,NA,1,3,FL,PTN,SV,1,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,13,absent,G,K,4,NA,1,4,FL,PTN,SV,4,1,R,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,14,present,K,G,2,3,2,3,FL,PTN,SV,2,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,15,back_turned,K,G,3,NA,3,4,FL,PTN,SV,3,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,16,looking_away,G,K,2,NA,1,2,FL,PTN,SV,1,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,17,present,G,K,4,2,2,4,FL,PTN,SV,2,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,18,absent,K,G,3,NA,3,2,FL,PTN,SV,2,0,R,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,19,present,K,G,3,4,3,4,FL,PTN,SV,3,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,20,looking_away,G,K,2,NA,1,2,FL,PTN,SV,1,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,21,present,G,K,3,2,2,3,FL,PTN,SV,2,0,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,22,looking_away,K,G,1,NA,1,2,FL,PTN,SV,2,0,R,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,23,present,K,G,1,3,1,3,FL,PTN,SV,1,1,L,0,0,6,
29,Hilde,04/03/2021,25/02/2025,47,f,whippet,1,24,looking_away,G,K,4,NA,2,4,FL,PTN,SV,2,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,1,looking_away,K,G,1,NA,1,4,PTN,FL,SV,1,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,2,back_turned,G,K,2,NA,3,2,PTN,FL,SV,2,1,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,3,back_turned,G,K,4,NA,1,4,PTN,FL,SV,1,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,4,looking_away,K,G,3,NA,3,4,PTN,FL,SV,3,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,5,absent,K,G,2,NA,2,3,PTN,FL,SV,2,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,6,absent,G,K,4,NA,1,4,PTN,FL,SV,1,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,7,back_turned,K,G,1,NA,1,4,PTN,FL,SV,1,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,8,absent,G,K,3,NA,2,3,PTN,FL,SV,3,1,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,9,present,G,K,2,1,1,2,PTN,FL,SV,2,1,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,10,absent,K,G,1,NA,1,4,PTN,FL,SV,4,0,R,0,0,6,2 minutes break after because another crying
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,11,back_turned,G,K,4,NA,3,4,PTN,FL,SV,4,1,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,12,back_turned,K,G,1,NA,1,3,PTN,FL,SV,1,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,13,absent,G,K,4,NA,1,4,PTN,FL,SV,1,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,14,present,K,G,2,3,2,3,PTN,FL,SV,2,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,15,back_turned,K,G,3,NA,3,4,PTN,FL,SV,4,0,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,16,looking_away,G,K,2,NA,1,2,PTN,FL,SV,1,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,17,present,G,K,4,2,2,4,PTN,FL,SV,2,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,18,absent,K,G,3,NA,3,2,PTN,FL,SV,2,0,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,19,present,K,G,3,4,3,4,PTN,FL,SV,3,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,20,looking_away,G,K,2,NA,1,2,PTN,FL,SV,2,1,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,21,present,G,K,3,2,2,3,PTN,FL,SV,2,0,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,22,looking_away,K,G,1,NA,1,2,PTN,FL,SV,2,0,R,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,23,present,K,G,1,3,1,3,PTN,FL,SV,1,1,L,0,0,6,
30,Cora2,13/11/2020,28/02/2025,51,f,australian_shepherd,1,24,looking_away,G,K,4,NA,2,4,PTN,FL,SV,4,1,R,0,0,6,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,1,absent,G,K,4,NA,3,4,SV,PTN,FL,4,1,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,2,looking_away,K,G,2,NA,2,4,SV,PTN,FL,2,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,3,looking_away,K,G,1,NA,1,2,SV,PTN,FL,1,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,4,back_turned,G,K,3,NA,2,3,SV,PTN,FL,2,0,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,5,absent,K,G,1,NA,1,2,SV,PTN,FL,1,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,6,present,K,G,2,3,2,3,SV,PTN,FL,2,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,7,looking_away,G,K,4,NA,1,4,SV,PTN,FL,4,1,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,8,looking_away,K,G,3,NA,3,4,SV,PTN,FL,4,0,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,9,absent,G,K,2,NA,3,2,SV,PTN,FL,2,1,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,10,absent,G,K,3,NA,1,3,SV,PTN,FL,1,0,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,11,back_turned,K,G,1,NA,1,4,SV,PTN,FL,1,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,12,present,G,K,4,2,2,4,SV,PTN,FL,2,0,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,13,looking_away,G,K,3,NA,1,3,SV,PTN,FL,1,0,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,14,absent,K,G,2,NA,2,4,SV,PTN,FL,2,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,15,present,K,G,1,3,1,3,SV,PTN,FL,1,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,16,present,G,K,4,2,2,4,SV,PTN,FL,4,1,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,17,back_turned,G,K,4,NA,1,4,SV,PTN,FL,4,1,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,18,back_turned,K,G,3,NA,3,2,SV,PTN,FL,2,0,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,19,present,K,G,1,4,1,4,SV,PTN,FL,1,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,20,back_turned,G,K,2,NA,3,2,SV,PTN,FL,2,1,R,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,21,present,G,K,3,1,1,3,SV,PTN,FL,1,0,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,22,absent,K,G,1,NA,1,2,SV,PTN,FL,1,1,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,23,looking_away,G,K,4,NA,3,4,SV,PTN,FL,3,0,L,0,0,7,
31,Akira8,10/01/2017,25/02/2025,97,f,old_german_shepherd_dog,1,24,back_turned,K,G,2,NA,2,4,SV,PTN,FL,2,1,L,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,1,absent,G,K,4,NA,3,4,SV,FL,PTN,4,1,R,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,2,looking_away,K,G,2,NA,2,4,SV,FL,PTN,2,1,L,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,3,looking_away,K,G,1,NA,1,2,SV,FL,PTN,2,0,R,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,4,back_turned,G,K,3,NA,2,3,SV,FL,PTN,3,1,R,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,5,absent,K,G,1,NA,1,2,SV,FL,PTN,2,0,R,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,6,present,K,G,2,3,2,3,SV,FL,PTN,2,1,L,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,7,looking_away,G,K,4,NA,1,4,SV,FL,PTN,1,0,L,0,1,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,8,looking_away,K,G,3,NA,3,4,SV,FL,PTN,3,1,L,0,0,7,
32,Waleria,12/07/2020,01/03/2025,55,f,german_pinscher,1,9,absent,G,K,2,NA,3,2,SV,FL,PTN,3,0,L,0,0,7,
